time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010474109686	9.31518	-8.78371	-2.81877	1.98806	-0.134452	radar	0.111584	9.23666	-8.722	4.85	-9.3	1.99828	2.99743
1477010474159722	9.37242	-8.91718	-2.82456	1.97848	-0.139811	lidar	0.0629067	9.36398	-8.95164	5	-9	0.908384	2.72514
1477010474214714	9.41008	-9.05805	-2.79352	1.94261	-0.194648	radar	1.74648	9.47823	-9.13791	5.15	-8.75	1.81679	1.8168
1477010474269707	9.45819	-9.19394	-2.78236	1.93036	-0.196277	lidar	0.0970238	9.43696	-9.1575	5.35	-8.5	1.82017	2.73024
1477010474324744	9.51082	-9.33632	-2.78096	1.91966	-0.196196	radar	0.0111722	9.44585	-9.27158	5.55	-8.25	1.81852	1.81852
1477010474379782	9.55688	-9.47511	-2.77309	1.90698	-0.198615	lidar	0.0477147	9.53884	-9.45193	5.75	-8.05	1.81752	1.81753
1477010474434742	9.61319	-9.61721	-2.77599	1.90483	-0.183078	radar	0.0560804	9.6872	-9.68187	5.95	-7.85	1.8194	1.8194
1477010474489703	9.66405	-9.76122	-2.7766	1.89638	-0.180489	lidar	0.00457148	9.67284	-9.75791	6.15	-7.6	1.81742	2.72613
1477010474539772	9.71311	-9.90136	-2.7996	1.89139	-0.169366	radar	0.589786	9.86489	-10.0711	6.4	-7.35	2.7248	1.81653
1477010474589842	9.75559	-10.0354	-2.80084	1.88108	-0.172474	lidar	0.00982451	9.74713	-10.0467	6.65	-7.2	1.81957	0.909789
1477010474644816	9.77272	-10.1829	-2.77609	1.83479	-0.241058	radar	1.53774	9.75497	-10.1932	6.9	-7.05	2.72946	1.81964
1477010474699791	9.80168	-10.3316	-2.7754	1.81084	-0.258367	lidar	0.202496	9.74697	-10.3629	7.15	-6.85	1.81554	1.81554
1477010474754750	9.83292	-10.4861	-2.78744	1.79124	-0.264677	radar	0.168036	9.77249	-10.4428	7.35	-6.65	1.82007	1.82007
1477010474809709	9.86531	-10.6368	-2.78925	1.77591	-0.266102	lidar	0.00486948	9.86261	-10.6462	7.6	-6.5	2.72628	0.908764
1477010474864685	9.86727	-10.7891	-2.77331	1.72476	-0.333063	radar	1.03014	9.86786	-10.8223	7.85	-6.4	1.81656	0.908285
1477010474919662	9.88141	-10.9376	-2.76954	1.69961	-0.343574	lidar	0.0699808	9.8455	-10.9408	8.1	-6.25	2.73006	1.82003
1477010474974658	9.87918	-11.095	-2.77177	1.65443	-0.388403	radar	0.297045	9.84594	-11.0973	8.4	-6.05	2.72692	1.81795
1477010475029655	9.88042	-11.244	-2.76755	1.62429	-0.40179	lidar	0.109722	9.83549	-11.2481	8.65	-5.85	1.81844	1.81844
1477010475079710	9.8747	-11.3932	-2.78651	1.58995	-0.421122	radar	0.370173	9.8926	-11.463	8.9	-5.65	2.72464	1.81643
1477010475129765	9.87706	-11.5374	-2.79348	1.56776	-0.423455	lidar	0.0533789	9.87136	-11.5692	9.15	-5.45	1.81916	1.81918
1477010475184757	9.8489	-11.689	-2.78035	1.50889	-0.490434	radar	0.968047	9.89882	-11.7746	9.35	-5.3	1.81895	0.909466
1477010475239750	9.82247	-11.8392	-2.77926	1.46712	-0.513019	lidar	0.321682	9.74749	-11.8623	9.55	-5.1	1.81986	2.72981
1477010475294773	9.77374	-11.9914	-2.77532	1.39778	-0.587298	radar	0.864157	9.75738	-12.0161	9.75	-4.85	1.81736	1.81735
1477010475349797	9.72936	-12.1371	-2.77331	1.3503	-0.609899	lidar	0.31127	9.65408	-12.1513	9.95	-4.65	1.81806	1.81805
1477010475404763	9.65505	-12.2769	-2.7581	1.26199	-0.713421	radar	1.9136	9.60373	-12.2428	10.2	-4.45	2.72609	1.8174
1477010475459730	9.58918	-12.4026	-2.739	1.2089time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
